Year	Race	JRelative
2016	API	-0.5034539835446483
2015	White	-0.292509571054179
2014	API	0.3175106440800797
2014	API	0.46071832278443614
2015	API	-0.25992275151738087
2015	API	-0.2710704671467299
2015	API	-0.3180008845643521
2015	White	-0.22435484712965706
2015	White	-0.31394867496162815
2016	API	0.16987596567230567
2015	API	-0.44972966637547257
2015	API	-0.6355352335733649
2014	API	-0.1693954635147324
2014	White	0.4965202424605253
2015	API	-0.4742923485183548
2014	API	0.4177560191731292
2015	API	-0.4783151382520714
2014	API	0.672957506392305
2015	White	-0.2639240991775802
2014	API	1.1409547966301294
2015	API	0.0004915156809589838
2014	API	0.26022757259833706
2014	API	0.9261432785735947
2014	White	0.4821994745900896
2015	API	-0.25992275151738087
2015	White	-0.04238669213393926
2015	API	-0.0924112679179872
2014	White	0.32467102801529746
2016	API	-0.0034796573875802393
