Country	InDelta_Citation_ij	Year	Field
Hispanic	-0.4240769932478712	1987.0	548259974
API	0.6062683383721437	1988.0	548259974
White	1.0430976893374744	1988.0	548259974
Black	-1.0523625324562016	1988.0	548259974
Hispanic	-0.5970034952534187	1988.0	548259974
API	0.3475333416442014	1989.0	548259974
White	0.6653499565975427	1989.0	548259974
Hispanic	-1.0128832982417435	1989.0	548259974
API	0.3134257960761138	1990.0	548259974
White	0.9817288277752624	1990.0	548259974
Hispanic	-1.2951546238513776	1990.0	548259974
API	0.0720708591331076	1991.0	548259974
White	1.0574277811998103	1991.0	548259974
Hispanic	-1.1294986403329166	1991.0	548259974
API	0.5051999325623503	1992.0	548259974
White	0.8548819795997189	1992.0	548259974
Black	-1.1843681991099313	1992.0	548259974
Hispanic	-0.1757137130521416	1992.0	548259974
API	0.2311149098104186	1993.0	548259974
White	1.115472724703211	1993.0	548259974
Black	-0.8203106788377981	1993.0	548259974
Hispanic	-0.5262769556758321	1993.0	548259974
API	0.662750330731912	1994.0	548259974
White	1.0375335969286203	1994.0	548259974
Black	-1.2638601464404762	1994.0	548259974
Hispanic	-0.4364237812200582	1994.0	548259974
API	0.4702424714283859	1995.0	548259974
White	0.8297867446073955	1995.0	548259974
Black	-0.562906385713292	1995.0	548259974
Hispanic	-0.7371228303224912	1995.0	548259974
API	0.3194536248721664	1996.0	548259974
White	1.1077748773057614	1996.0	548259974
Hispanic	-1.4272285021779283	1996.0	548259974
API	0.3288209934965236	1997.0	548259974
White	1.0211163351569723	1997.0	548259974
Hispanic	-1.349937328653496	1997.0	548259974
API	0.5940874005885153	1998.0	548259974
White	0.96218117047807	1998.0	548259974
Black	-1.2381885980481466	1998.0	548259974
Hispanic	-0.318079973018438	1998.0	548259974
API	0.8001221630162384	1999.0	548259974
White	0.9896210379182812	1999.0	548259974
Black	-1.3010474784345252	1999.0	548259974
Hispanic	-0.4886957224999946	1999.0	548259974
API	0.6533640257288545	2000.0	548259974
White	1.087890311170464	2000.0	548259974
Black	-1.4035495797257072	2000.0	548259974
Hispanic	-0.337704757173611	2000.0	548259974
API	0.3337502027956558	2001.0	548259974
White	0.8837319832487286	2001.0	548259974
Black	-0.5479348707868328	2001.0	548259974
Hispanic	-0.6695473152575514	2001.0	548259974
API	0.6944535388501208	2002.0	548259974
White	0.995047043865248	2002.0	548259974
Black	-1.2970714734814677	2002.0	548259974
Hispanic	-0.392429109233903	2002.0	548259974
API	0.8897598462294645	2003.0	548259974
White	0.8231805052088023	2003.0	548259974
Black	-1.542716716597222	2003.0	548259974
Hispanic	-0.1702236348410457	2003.0	548259974
API	0.5907279881931692	2004.0	548259974
White	0.8710373756838715	2004.0	548259974
Black	-0.875128711831389	2004.0	548259974
Hispanic	-0.5866366520456558	2004.0	548259974
API	0.7469717941638797	2005.0	548259974
White	0.8670247283652697	2005.0	548259974
Black	-1.2236357507016755	2005.0	548259974
Hispanic	-0.3903607718274728	2005.0	548259974
Black	-0.5630326122481486	2006.0	548259974
Hispanic	-0.1594668135397819	2006.0	548259974
White	1.0920119704267917	2006.0	548259974
API	0.7871168445124368	2006.0	548259974
API	0.6201758318990205	2007.0	548259974
White	0.8832009036153661	2007.0	548259974
Black	-0.9806000309171642	2007.0	548259974
Hispanic	-0.5227767045972221	2007.0	548259974
API	0.6303821452597004	2008.0	548259974
White	0.9429149693817646	2008.0	548259974
Black	-0.9435252196464544	2008.0	548259974
Hispanic	-0.6297718949950103	2008.0	548259974
API	0.5385639443142466	2009.0	548259974
White	0.8932048879666561	2009.0	548259974
Black	-0.9774354051917912	2009.0	548259974
Hispanic	-0.4543334270891093	2009.0	548259974
API	0.7018532573731875	2010.0	548259974
White	0.9414042043931016	2010.0	548259974
Black	-1.235693537670439	2010.0	548259974
Hispanic	-0.4075639240958489	2010.0	548259974
API	0.6615160299177113	2011.0	548259974
White	0.8421492096767184	2011.0	548259974
Black	-0.9345912964041996	2011.0	548259974
Hispanic	-0.5690739431902313	2011.0	548259974
API	0.648122948197633	2012.0	548259974
White	0.8842354344624231	2012.0	548259974
Black	-1.039674174919924	2012.0	548259974
Hispanic	-0.4926842077401326	2012.0	548259974
API	0.6030187942431179	2013.0	548259974
White	0.9145969457967844	2013.0	548259974
Black	-1.1446493902815562	2013.0	548259974
Hispanic	-0.3729663497583444	2013.0	548259974
API	0.6320671281192206	2014.0	548259974
White	0.8275797464615486	2014.0	548259974
Black	-0.9339034665359892	2014.0	548259974
Hispanic	-0.5257434080447791	2014.0	548259974
API	0.7124103046314886	2015.0	548259974
White	0.8200777024044447	2015.0	548259974
Black	-1.0680958453993776	2015.0	548259974
Hispanic	-0.464392161636554	2015.0	548259974
API	0.6802589321408506	2016.0	548259974
White	0.8156125694953283	2016.0	548259974
Black	-1.0471815415419317	2016.0	548259974
Hispanic	-0.4486899600942456	2016.0	548259974
API	0.6565863267134191	2017.0	548259974
White	0.9342754837373964	2017.0	548259974
Black	-1.185840590528049	2017.0	548259974
Hispanic	-0.4050212199227663	2017.0	548259974
API	0.5092718786276328	1980.0	134018914
White	0.902708231214304	1980.0	134018914
Black	-0.8893580766575712	1980.0	134018914
Hispanic	-0.5226220331843664	1980.0	134018914
API	0.4828498305124278	1981.0	134018914
White	0.9459576272340242	1981.0	134018914
Black	-0.9293422029466348	1981.0	134018914
Hispanic	-0.4994652547998168	1981.0	134018914
API	0.5205396338346304	1982.0	134018914
White	1.0359815535664465	1982.0	134018914
Black	-1.1432810677707013	1982.0	134018914
Hispanic	-0.4132401196303726	1982.0	134018914
Black	-0.5417816388539819	1983.0	134018914
Hispanic	0.0093715163396299	1983.0	134018914
White	1.0787298459968393	1983.0	134018914
API	0.7360302709395137	1983.0	134018914
API	0.6035162431694465	1984.0	134018914
White	1.0305991599430586	1984.0	134018914
Black	-1.3016561426883555	1984.0	134018914
Hispanic	-0.3324592604241501	1984.0	134018914
API	0.5469095074830305	1985.0	134018914
White	0.8063538249603895	1985.0	134018914
Black	-0.9777071843998236	1985.0	134018914
Hispanic	-0.3755561480435966	1985.0	134018914
Black	-0.6756833527692507	1986.0	134018914
Hispanic	-0.0928129073501581	1986.0	134018914
White	0.8644847148266869	1986.0	134018914
API	0.7522961912555424	1986.0	134018914
API	0.6583926063219072	1987.0	134018914
White	0.7992748929562871	1987.0	134018914
Black	-1.0425420453930216	1987.0	134018914
Hispanic	-0.4151254538851711	1987.0	134018914
Black	-0.6623826132196609	1988.0	134018914
Hispanic	-0.0245148482790308	1988.0	134018914
White	0.9792151863492916	1988.0	134018914
API	0.8094720143972327	1988.0	134018914
API	0.6923637282583045	1989.0	134018914
White	0.8091524948476806	1989.0	134018914
Black	-1.1132272004776562	1989.0	134018914
Hispanic	-0.3882890226283289	1989.0	134018914
API	0.7207253461711641	1990.0	134018914
White	0.7871862288527399	1990.0	134018914
Black	-1.0620273409529493	1990.0	134018914
Hispanic	-0.4458842340709556	1990.0	134018914
API	0.6857082553602618	1991.0	134018914
White	0.7733042605174294	1991.0	134018914
Black	-1.0093942213184983	1991.0	134018914
Hispanic	-0.4496182945591931	1991.0	134018914
API	0.6871193076889753	1992.0	134018914
White	0.7418781956660675	1992.0	134018914
Black	-0.9237988129227882	1992.0	134018914
Hispanic	-0.5051986904322526	1992.0	134018914
API	0.6805923093045045	1993.0	134018914
White	0.7580626583460527	1993.0	134018914
Black	-0.9588662479552776	1993.0	134018914
Hispanic	-0.4797887196952779	1993.0	134018914
API	0.7040592940802798	1994.0	134018914
White	0.8227174978516564	1994.0	134018914
Black	-1.0148533106200357	1994.0	134018914
Hispanic	-0.5119234813119008	1994.0	134018914
Black	-0.6473565260362544	1995.0	134018914
Hispanic	-0.2373339157560646	1995.0	134018914
White	0.8110361244433437	1995.0	134018914
API	0.7306758495196556	1995.0	134018914
Black	-0.7608108266176173	1996.0	134018914
Hispanic	-0.3958599186582299	1996.0	134018914
White	0.6408163449254731	1996.0	134018914
API	0.5664683414681794	1996.0	134018914
Black	-0.5789050424411246	1997.0	134018914
Hispanic	-0.1612251860720522	1997.0	134018914
White	0.9081419381811618	1997.0	134018914
API	0.7932245063820473	1997.0	134018914
Black	-0.6526019109082681	1998.0	134018914
Hispanic	-0.232925098948755	1998.0	134018914
White	0.8228371275602879	1998.0	134018914
API	0.7444439436711185	1998.0	134018914
Black	-0.6014823100229209	1999.0	134018914
Hispanic	-0.1743626149853428	1999.0	134018914
White	0.8434812010301331	1999.0	134018914
API	0.7842795742343711	1999.0	134018914
API	0.6953305873959224	2000.0	134018914
White	0.7649650777825753	2000.0	134018914
Black	-1.0194511700484117	2000.0	134018914
Hispanic	-0.4408444951300865	2000.0	134018914
API	0.7333155877389119	2001.0	134018914
White	0.8057764796166799	2001.0	134018914
Black	-1.1215424113201469	2001.0	134018914
Hispanic	-0.4175496560354435	2001.0	134018914
API	0.6829097135278944	2002.0	134018914
White	0.7851127106393427	2002.0	134018914
Black	-1.0070450229944106	2002.0	134018914
Hispanic	-0.4609774011728256	2002.0	134018914
Black	-0.5820442192328923	2003.0	134018914
Hispanic	-0.1941248245510564	2003.0	134018914
